Bar Name,Brand Name,abc_class,series_class,lead_time_days,service_level,z_score,avg_forecast_demand_per_day_ml,forecast_rmse_ml,lead_time_demand_ml,safety_stock_ml,par_level_ml,reorder_point_ml
Taylor's Bar,Sutter Home,B,intermittent-volatile,3,95%,1.645,69.3,206.7,208.0,589.0,797.0,797.0
Taylor's Bar,Sutter Home,B,intermittent-volatile,3,99%,2.326,69.3,206.7,208.0,832.8,1040.8,1040.8
Taylor's Bar,Sutter Home,B,intermittent-volatile,5,90%,1.282,69.3,206.7,346.7,592.6,939.3,939.3
Taylor's Bar,Sutter Home,B,intermittent-volatile,5,95%,1.645,69.3,206.7,346.7,760.4,1107.1,1107.1
Taylor's Bar,Sutter Home,B,intermittent-volatile,5,99%,2.326,69.3,206.7,346.7,1075.2,1421.9,1421.9
Taylor's Bar,Yellow Tail,B,intermittent-stable,2,90%,1.282,35.7,123.4,71.4,223.8,295.2,295.2
Taylor's Bar,Yellow Tail,B,intermittent-stable,2,95%,1.645,35.7,123.4,71.4,287.2,358.6,358.6
Taylor's Bar,Yellow Tail,B,intermittent-stable,2,99%,2.326,35.7,123.4,71.4,406.0,477.5,477.5
Taylor's Bar,Yellow Tail,B,intermittent-stable,3,90%,1.282,35.7,123.4,107.1,274.1,381.2,381.2
Taylor's Bar,Yellow Tail,B,intermittent-stable,3,95%,1.645,35.7,123.4,107.1,351.7,458.8,458.8
Taylor's Bar,Yellow Tail,B,intermittent-stable,3,99%,2.326,35.7,123.4,107.1,497.3,604.4,604.4
Taylor's Bar,Yellow Tail,B,intermittent-stable,5,90%,1.282,35.7,123.4,178.6,353.8,532.4,532.4
Taylor's Bar,Yellow Tail,B,intermittent-stable,5,95%,1.645,35.7,123.4,178.6,454.0,632.6,632.6
Taylor's Bar,Yellow Tail,B,intermittent-stable,5,99%,2.326,35.7,123.4,178.6,642.0,820.6,820.6
Thomas's Bar,Absolut,A,intermittent-seasonal,2,90%,1.282,51.6,125.5,103.2,227.5,330.7,330.7
Thomas's Bar,Absolut,A,intermittent-seasonal,2,95%,1.645,51.6,125.5,103.2,291.9,395.1,395.1
Thomas's Bar,Absolut,A,intermittent-seasonal,2,99%,2.326,51.6,125.5,103.2,412.8,516.0,516.0
Thomas's Bar,Absolut,A,intermittent-seasonal,3,90%,1.282,51.6,125.5,154.8,278.6,433.5,433.5
Thomas's Bar,Absolut,A,intermittent-seasonal,3,95%,1.645,51.6,125.5,154.8,357.5,512.4,512.4
Thomas's Bar,Absolut,A,intermittent-seasonal,3,99%,2.326,51.6,125.5,154.8,505.5,660.4,660.4
Thomas's Bar,Absolut,A,intermittent-seasonal,5,90%,1.282,51.6,125.5,258.0,359.7,617.8,617.8
Thomas's Bar,Absolut,A,intermittent-seasonal,5,95%,1.645,51.6,125.5,258.0,461.6,719.6,719.6
Thomas's Bar,Absolut,A,intermittent-seasonal,5,99%,2.326,51.6,125.5,258.0,652.7,910.7,910.7
Thomas's Bar,Bacardi,A,intermittent-stable,2,90%,1.282,75.0,191.7,150.0,347.5,497.5,497.5
Thomas's Bar,Bacardi,A,intermittent-stable,2,95%,1.645,75.0,191.7,150.0,445.9,595.9,595.9
Thomas's Bar,Bacardi,A,intermittent-stable,2,99%,2.326,75.0,191.7,150.0,630.5,780.5,780.5
Thomas's Bar,Bacardi,A,intermittent-stable,3,90%,1.282,75.0,191.7,225.0,425.6,650.6,650.6
Thomas's Bar,Bacardi,A,intermittent-stable,3,95%,1.645,75.0,191.7,225.0,546.1,771.1,771.1
Thomas's Bar,Bacardi,A,intermittent-stable,3,99%,2.326,75.0,191.7,225.0,772.2,997.2,997.2
Thomas's Bar,Bacardi,A,intermittent-stable,5,90%,1.282,75.0,191.7,374.9,549.5,924.4,924.4
Thomas's Bar,Bacardi,A,intermittent-stable,5,95%,1.645,75.0,191.7,374.9,705.1,1080.0,1080.0
Thomas's Bar,Bacardi,A,intermittent-stable,5,99%,2.326,75.0,191.7,374.9,996.9,1371.9,1371.9
Thomas's Bar,Barefoot,A,intermittent-stable,2,90%,1.282,65.6,150.3,131.1,272.4,403.5,403.5
Thomas's Bar,Barefoot,A,intermittent-stable,2,95%,1.645,65.6,150.3,131.1,349.5,480.7,480.7
Thomas's Bar,Barefoot,A,intermittent-stable,2,99%,2.326,65.6,150.3,131.1,494.3,625.4,625.4
Thomas's Bar,Barefoot,A,intermittent-stable,3,90%,1.282,65.6,150.3,196.7,333.6,530.3,530.3
Thomas's Bar,Barefoot,A,intermittent-stable,3,95%,1.645,65.6,150.3,196.7,428.1,624.8,624.8
Thomas's Bar,Barefoot,A,intermittent-stable,3,99%,2.326,65.6,150.3,196.7,605.3,802.0,802.0
Thomas's Bar,Barefoot,A,intermittent-stable,5,90%,1.282,65.6,150.3,327.8,430.7,758.5,758.5
Thomas's Bar,Barefoot,A,intermittent-stable,5,95%,1.645,65.6,150.3,327.8,552.7,880.5,880.5
Thomas's Bar,Barefoot,A,intermittent-stable,5,99%,2.326,65.6,150.3,327.8,781.5,1109.3,1109.3
Thomas's Bar,Budweiser,B,intermittent-volatile,2,90%,1.282,58.9,144.3,117.8,261.6,379.4,379.4
Thomas's Bar,Budweiser,B,intermittent-volatile,2,95%,1.645,58.9,144.3,117.8,335.7,453.4,453.4
Thomas's Bar,Budweiser,B,intermittent-volatile,2,99%,2.326,58.9,144.3,117.8,474.6,592.4,592.4
Thomas's Bar,Budweiser,B,intermittent-volatile,3,90%,1.282,58.9,144.3,176.6,320.4,497.0,497.0
Thomas's Bar,Budweiser,B,intermittent-volatile,3,95%,1.645,58.9,144.3,176.6,411.1,587.7,587.7
Thomas's Bar,Budweiser,B,intermittent-volatile,3,99%,2.326,58.9,144.3,176.6,581.3,757.9,757.9
Thomas's Bar,Budweiser,B,intermittent-volatile,5,90%,1.282,58.9,144.3,294.4,413.6,708.0,708.0
Thomas's Bar,Budweiser,B,intermittent-volatile,5,95%,1.645,58.9,144.3,294.4,530.7,825.1,825.1
Thomas's Bar,Budweiser,B,intermittent-volatile,5,99%,2.326,58.9,144.3,294.4,750.5,1044.8,1044.8
Thomas's Bar,Captain Morgan,A,intermittent-volatile,2,90%,1.282,60.5,148.9,121.0,270.0,391.0,391.0
Thomas's Bar,Captain Morgan,A,intermittent-volatile,2,95%,1.645,60.5,148.9,121.0,346.5,467.5,467.5
Thomas's Bar,Captain Morgan,A,intermittent-volatile,2,99%,2.326,60.5,148.9,121.0,489.9,610.9,610.9
Thomas's Bar,Captain Morgan,A,intermittent-volatile,3,90%,1.282,60.5,148.9,181.5,330.7,512.2,512.2
Thomas's Bar,Captain Morgan,A,intermittent-volatile,3,95%,1.645,60.5,148.9,181.5,424.3,605.8,605.8
Thomas's Bar,Captain Morgan,A,intermittent-volatile,3,99%,2.326,60.5,148.9,181.5,600.0,781.5,781.5
Thomas's Bar,Captain Morgan,A,intermittent-volatile,5,90%,1.282,60.5,148.9,302.5,426.9,729.4,729.4
Thomas's Bar,Captain Morgan,A,intermittent-volatile,5,95%,1.645,60.5,148.9,302.5,547.8,850.3,850.3
Thomas's Bar,Captain Morgan,A,intermittent-volatile,5,99%,2.326,60.5,148.9,302.5,774.6,1077.1,1077.1
Thomas's Bar,Coors,C,intermittent-stable,2,90%,1.282,25.5,116.9,51.0,211.9,262.9,262.9
Thomas's Bar,Coors,C,intermittent-stable,2,95%,1.645,25.5,116.9,51.0,272.0,322.9,322.9
Thomas's Bar,Coors,C,intermittent-stable,2,99%,2.326,25.5,116.9,51.0,384.5,435.5,435.5
Thomas's Bar,Coors,C,intermittent-stable,3,90%,1.282,25.5,116.9,76.4,259.6,336.0,336.0
Thomas's Bar,Coors,C,intermittent-stable,3,95%,1.645,25.5,116.9,76.4,333.1,409.5,409.5
Thomas's Bar,Coors,C,intermittent-stable,3,99%,2.326,25.5,116.9,76.4,471.0,547.4,547.4
Thomas's Bar,Coors,C,intermittent-stable,5,90%,1.282,25.5,116.9,127.4,335.1,462.5,462.5
Thomas's Bar,Coors,C,intermittent-stable,5,95%,1.645,25.5,116.9,127.4,430.0,557.4,557.4
Thomas's Bar,Coors,C,intermittent-stable,5,99%,2.326,25.5,116.9,127.4,608.0,735.4,735.4
Thomas's Bar,Grey Goose,A,intermittent-stable,2,90%,1.282,103.5,192.1,207.1,348.2,555.3,555.3
Thomas's Bar,Grey Goose,A,intermittent-stable,2,95%,1.645,103.5,192.1,207.1,446.8,653.9,653.9
Thomas's Bar,Grey Goose,A,intermittent-stable,2,99%,2.326,103.5,192.1,207.1,631.8,838.9,838.9
Thomas's Bar,Grey Goose,A,intermittent-stable,3,90%,1.282,103.5,192.1,310.6,426.5,737.1,737.1
Thomas's Bar,Grey Goose,A,intermittent-stable,3,95%,1.645,103.5,192.1,310.6,547.3,857.9,857.9
Thomas's Bar,Grey Goose,A,intermittent-stable,3,99%,2.326,103.5,192.1,310.6,773.8,1084.5,1084.5
Thomas's Bar,Grey Goose,A,intermittent-stable,5,90%,1.282,103.5,192.1,517.7,550.6,1068.3,1068.3
Thomas's Bar,Grey Goose,A,intermittent-stable,5,95%,1.645,103.5,192.1,517.7,706.5,1224.2,1224.2
Thomas's Bar,Grey Goose,A,intermittent-stable,5,99%,2.326,103.5,192.1,517.7,999.0,1516.7,1516.7
Thomas's Bar,Heineken,C,intermittent-volatile,2,90%,1.282,27.6,109.7,55.3,198.9,254.2,254.2
Thomas's Bar,Heineken,C,intermittent-volatile,2,95%,1.645,27.6,109.7,55.3,255.2,310.5,310.5
Thomas's Bar,Heineken,C,intermittent-volatile,2,99%,2.326,27.6,109.7,55.3,360.9,416.2,416.2
Thomas's Bar,Heineken,C,intermittent-volatile,3,90%,1.282,27.6,109.7,82.9,243.6,326.5,326.5
Thomas's Bar,Heineken,C,intermittent-volatile,3,95%,1.645,27.6,109.7,82.9,312.6,395.5,395.5
Thomas's Bar,Heineken,C,intermittent-volatile,3,99%,2.326,27.6,109.7,82.9,442.0,524.9,524.9
Thomas's Bar,Heineken,C,intermittent-volatile,5,90%,1.282,27.6,109.7,138.1,314.5,452.7,452.7
Thomas's Bar,Heineken,C,intermittent-volatile,5,95%,1.645,27.6,109.7,138.1,403.6,541.7,541.7
Thomas's Bar,Heineken,C,intermittent-volatile,5,99%,2.326,27.6,109.7,138.1,570.7,708.8,708.8
Thomas's Bar,Jack Daniels,A,intermittent-volatile,2,90%,1.282,45.6,135.8,91.3,246.2,337.5,337.5
Thomas's Bar,Jack Daniels,A,intermittent-volatile,2,95%,1.645,45.6,135.8,91.3,316.0,407.2,407.2
Thomas's Bar,Jack Daniels,A,intermittent-volatile,2,99%,2.326,45.6,135.8,91.3,446.8,538.0,538.0
Thomas's Bar,Jack Daniels,A,intermittent-volatile,3,90%,1.282,45.6,135.8,136.9,301.6,438.5,438.5
Thomas's Bar,Jack Daniels,A,intermittent-volatile,3,95%,1.645,45.6,135.8,136.9,387.0,523.9,523.9
Thomas's Bar,Jack Daniels,A,intermittent-volatile,3,99%,2.326,45.6,135.8,136.9,547.2,684.1,684.1
Thomas's Bar,Jack Daniels,A,intermittent-volatile,5,90%,1.282,45.6,135.8,228.2,389.3,617.5,617.5
Thomas's Bar,Jack Daniels,A,intermittent-volatile,5,95%,1.645,45.6,135.8,228.2,499.6,727.8,727.8
Thomas's Bar,Jack Daniels,A,intermittent-volatile,5,99%,2.326,45.6,135.8,228.2,706.4,934.6,934.6
Thomas's Bar,Jameson,B,intermittent-volatile,2,90%,1.282,3.8,72.2,7.6,130.9,138.4,138.4
Thomas's Bar,Jameson,B,intermittent-volatile,2,95%,1.645,3.8,72.2,7.6,167.9,175.5,175.5
Thomas's Bar,Jameson,B,intermittent-volatile,2,99%,2.326,3.8,72.2,7.6,237.4,245.0,245.0
Thomas's Bar,Jameson,B,intermittent-volatile,3,90%,1.282,3.8,72.2,11.3,160.3,171.6,171.6
Thomas's Bar,Jameson,B,intermittent-volatile,3,95%,1.645,3.8,72.2,11.3,205.7,217.0,217.0
Thomas's Bar,Jameson,B,intermittent-volatile,3,99%,2.326,3.8,72.2,11.3,290.8,302.1,302.1
Thomas's Bar,Jameson,B,intermittent-volatile,5,90%,1.282,3.8,72.2,18.9,206.9,225.8,225.8
Thomas's Bar,Jameson,B,intermittent-volatile,5,95%,1.645,3.8,72.2,18.9,265.5,284.4,284.4
Thomas's Bar,Jameson,B,intermittent-volatile,5,99%,2.326,3.8,72.2,18.9,375.4,394.3,394.3
Thomas's Bar,Jim Beam,A,intermittent-stable,2,90%,1.282,58.0,147.2,116.0,266.8,382.8,382.8
Thomas's Bar,Jim Beam,A,intermittent-stable,2,95%,1.645,58.0,147.2,116.0,342.4,458.4,458.4
Thomas's Bar,Jim Beam,A,intermittent-stable,2,99%,2.326,58.0,147.2,116.0,484.1,600.1,600.1
Thomas's Bar,Jim Beam,A,intermittent-stable,3,90%,1.282,58.0,147.2,174.0,326.8,500.8,500.8
Thomas's Bar,Jim Beam,A,intermittent-stable,3,95%,1.645,58.0,147.2,174.0,419.3,593.3,593.3
Thomas's Bar,Jim Beam,A,intermittent-stable,3,99%,2.326,58.0,147.2,174.0,592.9,766.9,766.9
Thomas's Bar,Jim Beam,A,intermittent-stable,5,90%,1.282,58.0,147.2,290.0,421.9,711.9,711.9
Thomas's Bar,Jim Beam,A,intermittent-stable,5,95%,1.645,58.0,147.2,290.0,541.3,831.3,831.3
Thomas's Bar,Jim Beam,A,intermittent-stable,5,99%,2.326,58.0,147.2,290.0,765.4,1055.4,1055.4
Thomas's Bar,Malibu,A,intermittent-seasonal,2,90%,1.282,46.1,126.9,92.1,230.0,322.1,322.1
Thomas's Bar,Malibu,A,intermittent-seasonal,2,95%,1.645,46.1,126.9,92.1,295.1,387.3,387.3
Thomas's Bar,Malibu,A,intermittent-seasonal,2,99%,2.326,46.1,126.9,92.1,417.3,509.4,509.4
Thomas's Bar,Malibu,A,intermittent-seasonal,3,90%,1.282,46.1,126.9,138.2,281.7,419.9,419.9
Thomas's Bar,Malibu,A,intermittent-seasonal,3,95%,1.645,46.1,126.9,138.2,361.5,499.7,499.7
Thomas's Bar,Malibu,A,intermittent-seasonal,3,99%,2.326,46.1,126.9,138.2,511.1,649.3,649.3
Thomas's Bar,Malibu,A,intermittent-seasonal,5,90%,1.282,46.1,126.9,230.3,363.7,594.0,594.0
Thomas's Bar,Malibu,A,intermittent-seasonal,5,95%,1.645,46.1,126.9,230.3,466.7,697.0,697.0
Thomas's Bar,Malibu,A,intermittent-seasonal,5,99%,2.326,46.1,126.9,230.3,659.8,890.2,890.2
Thomas's Bar,Miller,A,intermittent-volatile,2,90%,1.282,40.9,144.2,81.8,261.5,343.4,343.4
Thomas's Bar,Miller,A,intermittent-volatile,2,95%,1.645,40.9,144.2,81.8,335.6,417.4,417.4
Thomas's Bar,Miller,A,intermittent-volatile,2,99%,2.326,40.9,144.2,81.8,474.5,556.3,556.3
Thomas's Bar,Miller,A,intermittent-volatile,3,90%,1.282,40.9,144.2,122.8,320.3,443.0,443.0
Thomas's Bar,Miller,A,intermittent-volatile,3,95%,1.645,40.9,144.2,122.8,411.0,533.7,533.7
Thomas's Bar,Miller,A,intermittent-volatile,3,99%,2.326,40.9,144.2,122.8,581.1,703.9,703.9
Thomas's Bar,Miller,A,intermittent-volatile,5,90%,1.282,40.9,144.2,204.6,413.5,618.1,618.1
Thomas's Bar,Miller,A,intermittent-volatile,5,95%,1.645,40.9,144.2,204.6,530.6,735.2,735.2
Thomas's Bar,Miller,A,intermittent-volatile,5,99%,2.326,40.9,144.2,204.6,750.2,954.8,954.8
Thomas's Bar,Smirnoff,A,intermittent-stable,2,90%,1.282,66.4,183.1,132.9,331.9,464.8,464.8
Thomas's Bar,Smirnoff,A,intermittent-stable,2,95%,1.645,66.4,183.1,132.9,425.9,558.8,558.8
Thomas's Bar,Smirnoff,A,intermittent-stable,2,99%,2.326,66.4,183.1,132.9,602.3,735.1,735.1
Thomas's Bar,Smirnoff,A,intermittent-stable,3,90%,1.282,66.4,183.1,199.3,406.5,605.8,605.8
Thomas's Bar,Smirnoff,A,intermittent-stable,3,95%,1.645,66.4,183.1,199.3,521.7,720.9,720.9
Thomas's Bar,Smirnoff,A,intermittent-stable,3,99%,2.326,66.4,183.1,199.3,737.6,936.9,936.9
Thomas's Bar,Smirnoff,A,intermittent-stable,5,90%,1.282,66.4,183.1,332.2,524.8,857.0,857.0
Thomas's Bar,Smirnoff,A,intermittent-stable,5,95%,1.645,66.4,183.1,332.2,673.5,1005.6,1005.6
Thomas's Bar,Smirnoff,A,intermittent-stable,5,99%,2.326,66.4,183.1,332.2,952.2,1284.4,1284.4
Thomas's Bar,Sutter Home,C,intermittent-stable,2,90%,1.282,32.6,118.6,65.2,215.1,280.3,280.3
Thomas's Bar,Sutter Home,C,intermittent-stable,2,95%,1.645,32.6,118.6,65.2,276.0,341.2,341.2
Thomas's Bar,Sutter Home,C,intermittent-stable,2,99%,2.326,32.6,118.6,65.2,390.3,455.5,455.5
Thomas's Bar,Sutter Home,C,intermittent-stable,3,90%,1.282,32.6,118.6,97.8,263.4,361.2,361.2
Thomas's Bar,Sutter Home,C,intermittent-stable,3,95%,1.645,32.6,118.6,97.8,338.0,435.8,435.8
Thomas's Bar,Sutter Home,C,intermittent-stable,3,99%,2.326,32.6,118.6,97.8,478.0,575.8,575.8
Thomas's Bar,Sutter Home,C,intermittent-stable,5,90%,1.282,32.6,118.6,163.0,340.1,503.1,503.1
Thomas's Bar,Sutter Home,C,intermittent-stable,5,95%,1.645,32.6,118.6,163.0,436.4,599.4,599.4
Thomas's Bar,Sutter Home,C,intermittent-stable,5,99%,2.326,32.6,118.6,163.0,617.1,780.1,780.1
Thomas's Bar,Yellow Tail,A,intermittent-seasonal,2,90%,1.282,99.9,192.3,199.8,348.6,548.4,548.4
Thomas's Bar,Yellow Tail,A,intermittent-seasonal,2,95%,1.645,99.9,192.3,199.8,447.4,647.1,647.1
Thomas's Bar,Yellow Tail,A,intermittent-seasonal,2,99%,2.326,99.9,192.3,199.8,632.5,832.3,832.3
Thomas's Bar,Yellow Tail,A,intermittent-seasonal,3,90%,1.282,99.9,192.3,299.7,427.0,726.6,726.6
Thomas's Bar,Yellow Tail,A,intermittent-seasonal,3,95%,1.645,99.9,192.3,299.7,547.9,847.6,847.6
Thomas's Bar,Yellow Tail,A,intermittent-seasonal,3,99%,2.326,99.9,192.3,299.7,774.7,1074.4,1074.4
Thomas's Bar,Yellow Tail,A,intermittent-seasonal,5,90%,1.282,99.9,192.3,499.4,551.2,1050.7,1050.7
Thomas's Bar,Yellow Tail,A,intermittent-seasonal,5,95%,1.645,99.9,192.3,499.4,707.3,1206.8,1206.8
Thomas's Bar,Yellow Tail,A,intermittent-seasonal,5,99%,2.326,99.9,192.3,499.4,1000.1,1499.6,1499.6
